	Index	handle	page_n	ne	type_ne	crossref_doi	crossref_phrase	pdf_phrase	funder	matched_funder
685	1351	10419/197260	7	VEGA Project No.1/0846/18		'10.13039/501100003193'	'Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky'	This study was funded by the VEGA Project No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic” from The Ministry of Education, Science, Research and Sport of the Slovak Republic.	Y	
686	1352	10419/197260	7	Slovak Republic		'10.13039/501100003193'	'Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky'	This study was funded by the VEGA Project No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic” from The Ministry of Education, Science, Research and Sport of the Slovak Republic.	Y	Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky (Slovakia) (Ministry of Education, Science, Research and Sport of the Slovak Republic (Slovakia)); doi:10.13039/501100003193; 90.00
687	1355	10419/197261	9	Netherlands organization for international co			'Netherlands Fellowship Programme'	This manuscript is a product of a study financed by the Netherlands organization for international co-operation in higher education (NUFFIC) through the Netherlands Fellowship Programme (NFP).	Y	Netherlands Organization for International Cooperation in Higher Education (Netherlands); doi:10.13039/501100001718; 90.00
688	1356	10419/197261	9	Netherlands Fellowship Programme			'Netherlands Fellowship Programme'	This manuscript is a product of a study financed by the Netherlands organization for international co-operation in higher education (NUFFIC) through the Netherlands Fellowship Programme (NFP).	Y	
689	1357	10419/197261	9	NUFFIC			'Netherlands Fellowship Programme'	This manuscript is a product of a study financed by the Netherlands organization for international co-operation in higher education (NUFFIC) through the Netherlands Fellowship Programme (NFP).	Y	EP-Nuffic (Netherlands); doi:10.13039/501100008635; 90.00
690	1358	10419/197261	9	NFP			'Netherlands Fellowship Programme'	This manuscript is a product of a study financed by the Netherlands organization for international co-operation in higher education (NUFFIC) through the Netherlands Fellowship Programme (NFP).	Y	National Film Preservation Foundation (United States) (NFPF (United States)); doi:10.13039/100014366; 90.00
691	1372	10419/197271	12	Slovak Republic Project VEGA No.1/0846/18		'10.13039/501100003194'	'Agentúra Ministerstva Školstva, Vedy, Výskumu a Športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic - Project VEGA No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic”.	Y	
692	1375	10419/197271	12	VEGA		'10.13039/501100003194'	'Agentúra Ministerstva Školstva, Vedy, Výskumu a Športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic - Project VEGA No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic”.	Y	Vedecká Grantová Agentúra MŠVVaŠ SR a SAV (Slovakia) (VEGA (Slovakia)); doi:10.13039/501100006109; 90.00
693	1379	10419/197272	11	Australian Government Research Training Program Scholarship		'10.13039/501100000925'	'National Health and Medical Research Council', 'Australian Government Research Training Program Scholarship'	NB received a stipend for general living costs, supported by an Australian Government Research Training Program Scholarship. EC received salary support from the National Health and Medical Research Council under an Early Career Fellowship (APP1052742). 	Y	Department of Infrastructure, Regional Development and Cities (Australia) ( (Australia)); doi:10.13039/501100003527; 90.00
694	1380	10419/197272	11	National Health and Medical Research Council		'10.13039/501100000925'	'National Health and Medical Research Council', 'Australian Government Research Training Program Scholarship'	NB received a stipend for general living costs, supported by an Australian Government Research Training Program Scholarship. EC received salary support from the National Health and Medical Research Council under an Early Career Fellowship (APP1052742). 	Y	National Health and Medical Research Council (Australia); doi:10.13039/501100000925; 95.00
695	1381	10419/197272	11	Early Career Fellowship		'10.13039/501100000925'	'National Health and Medical Research Council', 'Australian Government Research Training Program Scholarship'	NB received a stipend for general living costs, supported by an Australian Government Research Training Program Scholarship. EC received salary support from the National Health and Medical Research Council under an Early Career Fellowship (APP1052742). 	Y	
696	1389	10419/197278	7	Career Development Fellowship		'10.13039/501100000925'	'National Health and Medical Research Council'	EC received salary support from a National Health and Medical Research Council (NHMRC) Career Development Fellowship (APP1159536).	Y	
697	1390	10419/197278	7	NHMRC		'10.13039/501100000925'	'National Health and Medical Research Council'	EC received salary support from a National Health and Medical Research Council (NHMRC) Career Development Fellowship (APP1159536).	Y	National Health and Medical Research Council (Australia) (NHMRC (Australia)); doi:10.13039/501100000925; 90.00
698	1391	10419/197281	8	National Institute for Public Health		'10.13039/501100007192'	'Rijksinstituut voor Volksgezondheid en Milieu'	This work was supported by the National Institute for Public Health and the Environment (RIVM), The Netherlands [HEC, S/133003, 2015–2018].	Y	Rijksinstituut voor Volksgezondheid en Milieu (Netherlands) (Netherlands National Institute for Public Health and the Environment (Netherlands)); doi:10.13039/501100007192; 90.00
699	1393	10419/197281	8	RIVM		'10.13039/501100007192'	'Rijksinstituut voor Volksgezondheid en Milieu'	This work was supported by the National Institute for Public Health and the Environment (RIVM), The Netherlands [HEC, S/133003, 2015–2018].	Y	Rijksinstituut voor Volksgezondheid en Milieu (Netherlands) (RIVM (Netherlands)); doi:10.13039/501100007192; 90.00
700	1394	10419/197284	8	German Federal Ministry of Education		'10.13039/501100002347'	'Bundesministerium für Bildung und Forschung'	The PICANT trial was funded by the German Federal Ministry of Education and Research (grant number 01GY1145). 	Y	
701	1396	10419/197284	8	PICANT		'10.13039/501100002347'	'Bundesministerium für Bildung und Forschung'	The PICANT trial was funded by the German Federal Ministry of Education and Research (grant number 01GY1145). 	Y	
702	1410	10419/197460	22	Open Society Foundation		'10.13039/100000919'	'Open Society Foundations', 'The Pardee RAND Graduate School'	Funding for this research was provided by Open Society Foundation through Civil Society Scholar Award (CSSA) and the Pardee RAND dissertation grant.	Y	Open Society Foundation for South Africa (South Africa); doi:10.13039/501100001324; 90.00
703	1411	10419/197460	22	CSSA		'10.13039/100000919'	'Open Society Foundations', 'The Pardee RAND Graduate School'	Funding for this research was provided by Open Society Foundation through Civil Society Scholar Award (CSSA) and the Pardee RAND dissertation grant.	Y	Crop Science Society of America (United States) (CSSA (United States)); doi:10.13039/100013523; 90.00
704	1412	10419/197460	22	RAND		'10.13039/100000919'	'Open Society Foundations', 'The Pardee RAND Graduate School'	Funding for this research was provided by Open Society Foundation through Civil Society Scholar Award (CSSA) and the Pardee RAND dissertation grant.	Y	Dresser-Rand (United States); doi:10.13039/100006496; 90.00
705	1413	10419/197465	18	DFID			'DfiD & IZA'	This document is an output from a project funded by the UK Department for International Development (DFID) and the Institute for the Study of Labour (IZA) for the benefit of developing countries. The views expressed are not necessarily those of DFID or IZA.	Y	Department for International Development, UK Government (United Kingdom) (DFID (United Kingdom)); doi:10.13039/501100000278; 90.00
706	1414	10419/197465	18	IZA			'DfiD & IZA'	This document is an output from a project funded by the UK Department for International Development (DFID) and the Institute for the Study of Labour (IZA) for the benefit of developing countries. The views expressed are not necessarily those of DFID or IZA.	Y	Universidad de Zaragoza (Spain) (UNIZAR (Spain)); doi:10.13039/501100007041; 90.00
707	1416	10419/197468	26	Economic Policy		'10.13039/501100000278'	'Department for International Development, UK Government'	This research work was carried out with financial and scientific support from the Partnership for Economic Policy (PEP) (www.pep-net.org) with funding from the Department for International Development (DFID) of the UK (or UK Aid), and the Government of Canada through the International Development Research Center (IDRC). 	Y	Private Enterprise Development in Low-Income Countries, Centre for Economic Policy Research (United Kingdom); doi:10.13039/501100010436; 90.00
708	1417	10419/197468	26	International Development Research Center		'10.13039/501100000278'	'Department for International Development, UK Government'	This research work was carried out with financial and scientific support from the Partnership for Economic Policy (PEP) (www.pep-net.org) with funding from the Department for International Development (DFID) of the UK (or UK Aid), and the Government of Canada through the International Development Research Center (IDRC). 	Y	
709	1420	10419/197468	26	PEP		'10.13039/501100000278'	'Department for International Development, UK Government'	This research work was carried out with financial and scientific support from the Partnership for Economic Policy (PEP) (www.pep-net.org) with funding from the Department for International Development (DFID) of the UK (or UK Aid), and the Government of Canada through the International Development Research Center (IDRC). 	Y	BCN Peptides (Spain); doi:10.13039/501100011098; 90.00
710	1421	10419/197468	26	DFID		'10.13039/501100000278'	'Department for International Development, UK Government'	This research work was carried out with financial and scientific support from the Partnership for Economic Policy (PEP) (www.pep-net.org) with funding from the Department for International Development (DFID) of the UK (or UK Aid), and the Government of Canada through the International Development Research Center (IDRC). 	Y	Department for International Development, UK Government (United Kingdom) (DFID (United Kingdom)); doi:10.13039/501100000278; 90.00
