	handle	page_n	ne	type_ne	crossref_doi	crossref_phrase	pdf_phrase	funder
1375	10419/197271	12	VEGA		'10.13039/501100003194'	'Agentúra Ministerstva Školstva, Vedy, Výskumu a Športu SR'	The Scientific Grant Agency of the Ministry of Education, Science, Research and Sport of the Slovak Republic - Project VEGA No. 1/0846/18: “Evaluation of the efficiency of public procurement of selected commodities in healthcare facilities in the Slovak Republic”.	Y
1376	10419/197272	11	11 of 12 Abbreviations ABF		'10.13039/501100000925'	'National Health and Medical Research Council', 'Australian Government Research Training Program Scholarship'	NB received a stipend for general living costs, supported by an Australian Government Research Training Program Scholarship. EC received salary support from the National Health and Medical Research Council under an Early Career Fellowship (APP1052742). 	Y
1377	10419/197272	11	Relative Socio - Economic Disadvantage		'10.13039/501100000925'	'National Health and Medical Research Council', 'Australian Government Research Training Program Scholarship'	NB received a stipend for general living costs, supported by an Australian Government Research Training Program Scholarship. EC received salary support from the National Health and Medical Research Council under an Early Career Fellowship (APP1052742). 	Y
1378	10419/197272	11	Out - of - pocket		'10.13039/501100000925'	'National Health and Medical Research Council', 'Australian Government Research Training Program Scholarship'	NB received a stipend for general living costs, supported by an Australian Government Research Training Program Scholarship. EC received salary support from the National Health and Medical Research Council under an Early Career Fellowship (APP1052742). 	Y
1379	10419/197272	11	Australian Government Research Training Program Scholarship		'10.13039/501100000925'	'National Health and Medical Research Council', 'Australian Government Research Training Program Scholarship'	NB received a stipend for general living costs, supported by an Australian Government Research Training Program Scholarship. EC received salary support from the National Health and Medical Research Council under an Early Career Fellowship (APP1052742). 	Y
1380	10419/197272	11	National Health and Medical Research Council		'10.13039/501100000925'	'National Health and Medical Research Council', 'Australian Government Research Training Program Scholarship'	NB received a stipend for general living costs, supported by an Australian Government Research Training Program Scholarship. EC received salary support from the National Health and Medical Research Council under an Early Career Fellowship (APP1052742). 	Y
1381	10419/197272	11	Early Career Fellowship		'10.13039/501100000925'	'National Health and Medical Research Council', 'Australian Government Research Training Program Scholarship'	NB received a stipend for general living costs, supported by an Australian Government Research Training Program Scholarship. EC received salary support from the National Health and Medical Research Council under an Early Career Fellowship (APP1052742). 	Y
1382	10419/197274	10	Otsuka Pharmaceutical Development		'10.13039/501100003554', '10.13039/501100007132'	'Lundbeckfonden', 'Otsuka Pharmaceutical'	This study was sponsored by Otsuka Pharmaceutical Development & Commercialization, Inc. and Lundbeck GmbH. 	Y
1383	10419/197277	10	Universiti Sains		'10.13039/501100004595'	'Universiti Sains Malaysia', 'Ministry of Foreign Affairs, ROC'	The project is supported by the Universiti Sains Malaysia’s Research University Grant (1001/PJJAUH/816268).	Y
1384	10419/197278	7	9:10 Page 7 of 8		'10.13039/501100000925'	'National Health and Medical Research Council'	EC received salary support from a National Health and Medical Research Council (NHMRC) Career Development Fellowship (APP1159536).	Y
1385	10419/197278	7	Out - of - pocket		'10.13039/501100000925'	'National Health and Medical Research Council'	EC received salary support from a National Health and Medical Research Council (NHMRC) Career Development Fellowship (APP1159536).	Y
1386	10419/197278	7	World Bank		'10.13039/501100000925'	'National Health and Medical Research Council'	EC received salary support from a National Health and Medical Research Council (NHMRC) Career Development Fellowship (APP1159536).	Y
1387	10419/197278	7	private Australian households		'10.13039/501100000925'	'National Health and Medical Research Council'	EC received salary support from a National Health and Medical Research Council (NHMRC) Career Development Fellowship (APP1159536).	Y
1388	10419/197278	7	Economic Cooperation Development		'10.13039/501100000925'	'National Health and Medical Research Council'	EC received salary support from a National Health and Medical Research Council (NHMRC) Career Development Fellowship (APP1159536).	Y
1389	10419/197278	7	Career Development Fellowship		'10.13039/501100000925'	'National Health and Medical Research Council'	EC received salary support from a National Health and Medical Research Council (NHMRC) Career Development Fellowship (APP1159536).	Y
1390	10419/197278	7	NHMRC		'10.13039/501100000925'	'National Health and Medical Research Council'	EC received salary support from a National Health and Medical Research Council (NHMRC) Career Development Fellowship (APP1159536).	Y
1391	10419/197281	8	National Institute for Public Health		'10.13039/501100007192'	'Rijksinstituut voor Volksgezondheid en Milieu'	This work was supported by the National Institute for Public Health and the Environment (RIVM), The Netherlands [HEC, S/133003, 2015–2018].	Y
1392	10419/197281	8	Health Economics Review		'10.13039/501100007192'	'Rijksinstituut voor Volksgezondheid en Milieu'	This work was supported by the National Institute for Public Health and the Environment (RIVM), The Netherlands [HEC, S/133003, 2015–2018].	Y
1393	10419/197281	8	RIVM		'10.13039/501100007192'	'Rijksinstituut voor Volksgezondheid en Milieu'	This work was supported by the National Institute for Public Health and the Environment (RIVM), The Netherlands [HEC, S/133003, 2015–2018].	Y
1394	10419/197284	8	German Federal Ministry of Education		'10.13039/501100002347'	'Bundesministerium für Bildung und Forschung'	The PICANT trial was funded by the German Federal Ministry of Education and Research (grant number 01GY1145). 	Y
1395	10419/197284	8	grant No.01GY1145		'10.13039/501100002347'	'Bundesministerium für Bildung und Forschung'	The PICANT trial was funded by the German Federal Ministry of Education and Research (grant number 01GY1145). 	Y
1396	10419/197284	8	PICANT		'10.13039/501100002347'	'Bundesministerium für Bildung und Forschung'	The PICANT trial was funded by the German Federal Ministry of Education and Research (grant number 01GY1145). 	Y
1397	10419/197285	17	des Etudes , de l’Evaluation			'Risk Foundation, Health, Risk and Insurance Chair, Allianz'	Risk Foundation (Health, Risk and Insurance Chair, Allianz)	Y
1398	10419/197285	17	International classification of diseases			'Risk Foundation, Health, Risk and Insurance Chair, Allianz'	Risk Foundation (Health, Risk and Insurance Chair, Allianz)	Y
1399	10419/197285	17	SIP 2007 data set			'Risk Foundation, Health, Risk and Insurance Chair, Allianz'	Risk Foundation (Health, Risk and Insurance Chair, Allianz)	Y
1400	10419/197285	17	data and materials Data			'Risk Foundation, Health, Risk and Insurance Chair, Allianz'	Risk Foundation (Health, Risk and Insurance Chair, Allianz)	Y
1401	10419/197285	17	Centre Maurice Halbwachs			'Risk Foundation, Health, Risk and Insurance Chair, Allianz'	Risk Foundation (Health, Risk and Insurance Chair, Allianz)	Y
1402	10419/197285	17	SIP			'Risk Foundation, Health, Risk and Insurance Chair, Allianz'	Risk Foundation (Health, Risk and Insurance Chair, Allianz)	Y
1403	10419/197286	17	Aesculap AG for its support			'Aesculap AG'	This study was partly financed by Aesculap AG. In particular, the costs of conducting the time-study were refunded to the respective university insti- tute. The authors confirm that the results of this analysis were not influenced at all by this sponsoring.	Y
1404	10419/197286	17	chapter “ Packaging Option			'Aesculap AG'	This study was partly financed by Aesculap AG. In particular, the costs of conducting the time-study were refunded to the respective university insti- tute. The authors confirm that the results of this analysis were not influenced at all by this sponsoring.	Y
1405	10419/197286	17	Aesculap AG			'Aesculap AG'	This study was partly financed by Aesculap AG. In particular, the costs of conducting the time-study were refunded to the respective university insti- tute. The authors confirm that the results of this analysis were not influenced at all by this sponsoring.	Y
1406	10419/197452	25	Spanish Ministry of Education			'Spanish Ministry of Education'	We would like to thank the editor and an anonymous referee for the helpful comments. Santiago Budría acknowledges the financial support provided by the Spanish Ministry of Education through grants ECO2012-33993 and ECO2012-36480 and Aristos Campus Mundus Program through grant ACM2016_22.	Y
1407	10419/197452	25	grant ACM2016_22			'Spanish Ministry of Education'	We would like to thank the editor and an anonymous referee for the helpful comments. Santiago Budría acknowledges the financial support provided by the Spanish Ministry of Education through grants ECO2012-33993 and ECO2012-36480 and Aristos Campus Mundus Program through grant ACM2016_22.	Y
1408	10419/197452	25	grant ACM2016			'Spanish Ministry of Education'	We would like to thank the editor and an anonymous referee for the helpful comments. Santiago Budría acknowledges the financial support provided by the Spanish Ministry of Education through grants ECO2012-33993 and ECO2012-36480 and Aristos Campus Mundus Program through grant ACM2016_22.	Y
1409	10419/197456	28	IZA		'10.13039/100000010'	'Ford Foundation'	We are grateful to the Ford Foundation for funding for this project. We also are grateful to Claire Oxford for excellent research assistance, Juan Trejo for assistance with the Mexican Census data, Juan Camilo Castillo and Daniel Mejia for providing the Colombian cocaine seizure data, and seminar participants at Vassar College, Bates College, Wake Forest University, University of Rochester, ITAM, University of Connecticut and LAC-DEV for feedback.	Y
